LID,Glottocode,Language,Microrelation,Macrorelation,LocusOfMarkingComments,IsDefaultLocusOfMarking,LocusOfMarking,LocusOfMarkingBinned6,LocusOfMarkingBinned5,LocusOfMarkingCategoryCondition,LocusOfMarkingSyntacticDomainCondition,LocusOfMarkingSemanticDomainCondition
635,sant1410,Santali,POSS-default,POSS,"Allomorph of genitive case depends on animacy of possessum (Neukom 30).Neukom 32-3.  Nouns have genitive case [only, I guess].  Pronouns can have D, zero, H, or double marking (examples pp. 32, 33).",FALSE,H/D/DH,,2,Pro,nominal,non-SAP
635,sant1410,Santali,ATTR-default,ATTR,Native modifiers have no agreement.  Those borrowed from Hindi or Bengali distinguish M/F (-a/-i). (Neukom 2001:55-56.) [Appears to be natural gender; Santali nouns have no grammatical gender.  JN],TRUE,Ø,Ø,Ø,,,
635,sant1410,Santali,ATTR-default,ATTR,Native modifiers have no agreement.  Those borrowed from Hindi or Bengali distinguish M/F (-a/-i). (Neukom 2001:55-56.) [Appears to be natural gender; Santali nouns have no grammatical gender.  JN],FALSE,D,D,D,,,
1623,halk1245,Halkomelem,A-default,A,,TRUE,H,H,H,,,
1623,halk1245,Halkomelem,U-default,P,,TRUE,H,H,H,,,
1623,halk1245,Halkomelem,B-default,P,"I believe any verb form can have only U or B, not both.",TRUE,H,H,H,,,
1623,halk1245,Halkomelem,POSS-default,POSS,"Galloway 1984:416:  tv lElvm-s tvl mE:l (v=schwa) [ART house-3s art=1s.POSS father] 'my father's house'.  1sg is F, 3sg is H.",TRUE,H/F,,2,,,
1623,halk1245,Halkomelem,ATTR-default,ATTR,Galloway 1984:415 (no info.),,,,,,,
25,nucl1235,Armenian (Eastern),A-default,A,,TRUE,H+D,2,2,,,
25,nucl1235,Armenian (Eastern),S-default,S,,TRUE,H+D,2,2,,,
25,nucl1235,Armenian (Eastern),U-default,P,"Dative-accusative case syncretism for animates, nominative-accusative for inanimates.",TRUE,D,D,D,,,
25,nucl1235,Armenian (Eastern),ATTR-default,ATTR,,TRUE,Ø,Ø,Ø,,,
325,osse1243,Ossetic,S-default,S,,TRUE,H+D,2,2,,,
325,osse1243,Ossetic,A-default,A,,TRUE,H+D,2,2,,,
325,osse1243,Ossetic,U-default,P,"Case (DOM) plus optional (but I gather frequent, especially in spoken language) clitic doubling.",TRUE,H+D,2,2,,,
325,osse1243,Ossetic,B-default,P,"Case plus optional (but I gather frequent, especially in spoken language) clitic doubling.",TRUE,H+D,2,2,,,
325,osse1243,Ossetic,POSS-default,POSS,d on h:  proclitic possessor pronoun for personal pronoun possessors (at least 1sg and 2sg).  (Check whether that pronoun is inflected for genitive case.)  This is obligatory for kin terms and body parts.,TRUE,D,D,D,,,
325,osse1243,Ossetic,POSS-default,POSS,d on h:  proclitic possessor pronoun for personal pronoun possessors (at least 1sg and 2sg).  (Check whether that pronoun is inflected for genitive case.)  This is obligatory for kin terms and body parts.,FALSE,d on h,D on H,FloatingorClitic,,,
325,osse1243,Ossetic,ATTR-default,ATTR,"(I think no agreement, but this needs to be checked.)",,,,,,,
413,khin1240,Xinalug,S-default,S,Not sure how many verbs agree; maybe this should be h+D.,TRUE,H+D,2,2,,,
413,khin1240,Xinalug,A-default,A,,TRUE,D,D,D,,,
413,khin1240,Xinalug,U-default,P,Not sure how many verbs agree; maybe this should be h+D.,TRUE,H+D,2,2,,,
413,khin1240,Xinalug,B-default,P,,TRUE,D,D,D,,,
413,khin1240,Xinalug,POSS-default,POSS,,TRUE,D,D,D,,,
413,khin1240,Xinalug,ATTR-default,ATTR,Not sure how many adjectives take agreement; maybe this should be d.,TRUE,D,D,D,,,
25,nucl1235,Armenian (Eastern),POSS-default,POSS,Genitive case.,TRUE,D,D,D,,,
2994,sanf1258,Huave (San Francisco del Mar),A-default,A,,TRUE,H,H,H,,,
2994,sanf1258,Huave (San Francisco del Mar),S-default,S,,TRUE,H,H,H,,,
2994,sanf1258,Huave (San Francisco del Mar),U-default,P,"The object can be marked on the verb, but this is infrequent; overt pronouns are usually used instead. (Kim 2008:254)",TRUE,Ø,Ø,Ø,,,
2994,sanf1258,Huave (San Francisco del Mar),U-default,P,"The object can be marked on the verb, but this is infrequent; overt pronouns are usually used instead. (Kim 2008:254)",FALSE,H,H,H,,,
2994,sanf1258,Huave (San Francisco del Mar),POSS-default,POSS,,TRUE,H,H,H,,,
632,wayu1241,Hayu,U-default,P,,TRUE,H+D,2,2,,,
2873,bant1281,Bantawa,U-default,P,,TRUE,H+D,2,2,,,
632,wayu1241,Hayu,A-default,A,,TRUE,D,D,D,,,
632,wayu1241,Hayu,POSS-default,POSS,,TRUE,H+D,2,2,,,
632,wayu1241,Hayu,S-default,S,,TRUE,H+D,2,2,,,
2873,bant1281,Bantawa,POSS-default,POSS,,TRUE,H+D,2,2,,,
2873,bant1281,Bantawa,S-default,S,,TRUE,H+D,2,2,,,
2873,bant1281,Bantawa,A-default,A,,TRUE,H+D,2,2,,,
3101,assy1241,Neo-Aramaic (Barwar),A-default,A,Independent pronouns distinguish case.  They are optional (and I believe not frequent).,TRUE,H,H,H,,,
3101,assy1241,Neo-Aramaic (Barwar),A-default,A,Independent pronouns distinguish case.  They are optional (and I believe not frequent).,FALSE,D,D,D,Pro,nominal,non-SAP
3101,assy1241,Neo-Aramaic (Barwar),S-default,S,Independent pronouns distinguish case.  They are optional (and I believe not frequent).,TRUE,H,H,H,,,
3101,assy1241,Neo-Aramaic (Barwar),S-default,S,Independent pronouns distinguish case.  They are optional (and I believe not frequent).,FALSE,D,D,D,Pro,nominal,non-SAP
3101,assy1241,Neo-Aramaic (Barwar),U-default,P,Independent pronouns distinguish case.  They are optional (and I believe not frequent).,TRUE,H,H,H,,,
3101,assy1241,Neo-Aramaic (Barwar),U-default,P,Independent pronouns distinguish case.  They are optional (and I believe not frequent).,FALSE,D,D,D,Pro,nominal,non-SAP
3101,assy1241,Neo-Aramaic (Barwar),B-default,P,"Indirect object is usually marked by preposition, but can be marked by verb agreement instead.",TRUE,D,D,D,,,
3101,assy1241,Neo-Aramaic (Barwar),B-default,P,"Indirect object is usually marked by preposition, but can be marked by verb agreement instead.",FALSE,H,H,H,Pro,nominal,non-SAP
3101,assy1241,Neo-Aramaic (Barwar),POSS-default,POSS,"Possession is marked by (1) a possessive form of the pronoun following the possessed noun.  This is apparently always present.  (2) a pronominal object suffix, variously on the head noun, the possessive pronoun, or final word in the noun phrase.  It is not always present; normally lacking for inalienable possession and where subject is possessor.",TRUE,H+D,2,2,,,
3101,assy1241,Neo-Aramaic (Barwar),POSS-default,POSS,"Possession is marked by (1) a possessive form of the pronoun following the possessed noun.  This is apparently always present.  (2) a pronominal object suffix, variously on the head noun, the possessive pronoun, or final word in the noun phrase.  It is not always present; normally lacking for inalienable possession and where subject is possessor.",FALSE,D,D,D,,,
1,grea1241,Great Andamanese,A-default,A,,TRUE,Ø,Ø,Ø,,,
1,grea1241,Great Andamanese,A-default,A,,FALSE,D,D,D,N,nominal,noun-like
1,grea1241,Great Andamanese,U-default,P,,TRUE,D,D,D,,,
1,grea1241,Great Andamanese,U-default,P,,FALSE,Ø,Ø,Ø,Pro,nominal,non-SAP
1,grea1241,Great Andamanese,U-default,P,,FALSE,H,H,H,,,
1,grea1241,Great Andamanese,S-default,S,,TRUE,D,D,D,,,
1,grea1241,Great Andamanese,S-default,S,,FALSE,Ø,Ø,Ø,Pro,nominal,non-SAP
1,grea1241,Great Andamanese,S-default,S,,FALSE,H,H,H,,,
1,grea1241,Great Andamanese,B-default,P,,TRUE,D,D,D,,,
1,grea1241,Great Andamanese,POSS-default,POSS,"Default is for alienables, alternate inalienables.",TRUE,D,D,D,,,
1,grea1241,Great Andamanese,POSS-default,POSS,"Default is for alienables, alternate inalienables.",FALSE,H,H,H,,,
2564,thom1243,Thompson,U-default,P,,TRUE,H,H,H,,,
2564,thom1243,Thompson,POSS-default,POSS,Thompson & Thompson 1992 does not appear to say anything about obligatory possession.  Kin terms are cited without possessive affixation.,TRUE,H,H,H,,,
208,nezp1238,Nez Perce,S-default,S,Nouns and pronouns both distinguish case.,TRUE,H+D,2,2,,,
208,nezp1238,Nez Perce,U-default,P,Nouns and pronouns both distinguish case.,TRUE,H+D,2,2,,,
208,nezp1238,Nez Perce,A-default,A,Nouns and pronouns both distinguish case.,TRUE,H+D,2,2,,,
2984,mian1256,Mian,A-default,A,,TRUE,H,H,H,,,
2984,mian1256,Mian,S-default,S,,TRUE,H,H,H,,,
2984,mian1256,Mian,B-default,P,Fedden 2011.,,,,,,,
2984,mian1256,Mian,POSS-default,POSS,Fedden 2011:216ff.,TRUE,D,D,D,,,
885,yane1238,Amuesha,A-default,A,Duff-Tripp 1977,TRUE,H,H,H,,,
885,yane1238,Amuesha,U-default,P,Duff-Tripp 1977.,TRUE,H,H,H,,,
885,yane1238,Amuesha,S-default,S,Duff-Tripp 1977.,TRUE,H,H,H,,,
885,yane1238,Amuesha,T-default,P,Duff-Tripp 1977.,TRUE,H,H,H,,,
885,yane1238,Amuesha,B-default,P,"Duff-Tripp 1977.Primary/secondary object language.",TRUE,H,H,H,,,
885,yane1238,Amuesha,POSS-default,POSS,Duff-Tripp 1977.,TRUE,H,H,H,,,
3232,isco1239,Iskonawa,A-default,A,"Nouns and pronouns have cases.  Verb has no person agreement whatsoever, but some number agreement (I think only with subject). Source:  Zariquiey 2015.",TRUE,h+D,2,D,,,
3232,isco1239,Iskonawa,S-default,S,"Nouns and pronouns have cases.  Verb has no person agreement whatsoever, but some number agreement (I think only with subject). Source:  Zariquiey 2015.",TRUE,h+D,2,D,,,
3232,isco1239,Iskonawa,U-default,P,"Nouns and pronouns have cases.  Verb has no person agreement whatsoever, but some number agreement (I think only with subject). Source:  Zariquiey 2015.",TRUE,D,D,D,,,
3232,isco1239,Iskonawa,POSS-default,POSS,Nouns and pronouns have cases.  Source:  Zariquiey 2015.,TRUE,D,D,D,,,
3232,isco1239,Iskonawa,B-default,P,"Primary/secondary object language, so ""B"" marking is same as ""U"" marking (using the old abbreviations that are in the db now, i.e. March 2016).  Source: Zariquiey 2016.Not given a separate entry here, but there is also registration on the verb and case on the NP for the additional argument of an applicative.",TRUE,D,D,D,,,
595,nort2699,Kolami,A-default,A,"Verb agreement and case (nominative, zero-suffixed, but in paradigmatic opposition to other cases.  Emeneau 1955.",TRUE,H+D,2,2,,,
595,nort2699,Kolami,S-default,S,Same as for A.,TRUE,H+D,2,2,,,
595,nort2699,Kolami,U-default,P,Accusative case.,TRUE,D,D,D,,,
595,nort2699,Kolami,POSS-default,POSS,"Noun possessors take genitive case.  Pronoun possessors are the oblique stem of the pronoun.  This may well be a different kind of dependent marking (oblique stem serves as genitive case), but I assume the pronoun is cliticized.  This happens only with a limited number of kin terms.  Emeneau 1955:126-7; Khrishnamurti 2003:229, 218 (""in several languages, the oblique stem is identical in form with the genitive case form"", though this appears to be only about noun stems, where oblique stems are formed by adding an extension [which K. calls augment]).",TRUE,D,D,D,,,
595,nort2699,Kolami,POSS-default,POSS,"Noun possessors take genitive case.  Pronoun possessors are the oblique stem of the pronoun.  This may well be a different kind of dependent marking (oblique stem serves as genitive case), but I assume the pronoun is cliticized.  This happens only with a limited number of kin terms.  Emeneau 1955:126-7; Khrishnamurti 2003:229, 218 (""in several languages, the oblique stem is identical in form with the genitive case form"", though this appears to be only about noun stems, where oblique stems are formed by adding an extension [which K. calls augment]).",FALSE,h,H,H,,,
18,aleu1260,Aleut,A-default,A,"Case: abs/rel for nouns. Number agreement on verb, plus enclitic subject pronoun for some persons. Or free pronouns.",TRUE,H+D,2,2,,,
18,aleu1260,Aleut,S-default,S,"Case, number as above.",TRUE,H+D,2,2,,,
18,aleu1260,Aleut,U-default,P,Person suffix (pronominal agreement).,TRUE,H+D,2,2,,,
18,aleu1260,Aleut,POSS-default,POSS,"Poss. suffix plus relative case.  Bergsland 48, 188.",TRUE,H+D,2,2,,,
3235,uduk1239,Uduk,A-default,A,A takes nominative [no preposed particle] or ergative [preposed particle] if it follows the verb.  All preverbal arguments take no case particle [= are nominative?].  Verb agrees with S/A.   Killian 2015:169-70.,TRUE,H+D,2,2,,,
3235,uduk1239,Uduk,S-default,S,S:  same as A (including that it takes ergative case postverbally).  Killian 2015:169-70.,TRUE,H+D,2,2,,,
3235,uduk1239,Uduk,U-default,P,"O takes accusative (preposed particle, agrees in gender) if it immediately follows the verb but not if it precedes.   Either T or G is marked accusative (whichever immediately follows the verb).",TRUE,D,D,D,,,
3235,uduk1239,Uduk,POSS-default,POSS,Case (preposed particle) on possessor.  Killian 2015:84-86.,TRUE,D,D,D,,,
2471,croa1245,Serbian-Croatian,POSS-default,POSS,"Case (genitive).  Own knowledge.",TRUE,D,D,D,,,
2471,croa1245,Serbian-Croatian,A-default,A,"Case (nominative) and verb agreement.Own knowledge.",TRUE,H+D,2,2,,,
2471,croa1245,Serbian-Croatian,S-default,S,"Case (nominative) and verb agreement.Own knowledge.",TRUE,H+D,2,2,,,
2471,croa1245,Serbian-Croatian,U-default,P,"Case (accusative/genitive).Object pronoun can cliticize, but cannot double an independent noun or pronoun.Own knowledge.",TRUE,D,D,D,,,
2471,croa1245,Serbian-Croatian,U-default,P,"Case (accusative/genitive).Object pronoun can cliticize, but cannot double an independent noun or pronoun.Own knowledge.",FALSE,d on h,D on H,FloatingorClitic,Pro,nominal,non-SAP
2641,turk1308,Turkana,A-default,A,"Dimmendaal 1983Case (nominative, if postverbal);  verb agreement.",TRUE,H+D,2,2,,,
2641,turk1308,Turkana,S-default,S,"Dimmendaal 1983Case (nominative, if postverbal);  verb agreement.",TRUE,H+D,2,2,,,
2641,turk1308,Turkana,U-default,P,"Dimmendaal 1983Case (absolute case, i.e. no marking, different from nominative) and verb agreement.",TRUE,H+D,2,2,,,
2641,turk1308,Turkana,B-default,P,"Dimmendaal 1983Same as O/T.",TRUE,H+D,2,2,,,
2641,turk1308,Turkana,POSS-default,POSS,"Dimmendaal 1983:66, 266-7.",TRUE,D,D,D,,,
2471,croa1245,Serbian-Croatian,B-default,P,"Same as for 29 (O), except different case.",TRUE,H+D,2,2,,,
2471,croa1245,Serbian-Croatian,B-default,P,"Same as for 29 (O), except different case.",FALSE,h+d on h,D on H,FloatingorClitic,,,
2015,manc1252,Manchu,A-default,A,Own knowledge (based on Norman 1965 and other sources).,TRUE,D,D,D,,,
2015,manc1252,Manchu,S-default,S,Own knowledge (based on Norman 1965 and other sources).,TRUE,D,D,D,,,
2015,manc1252,Manchu,U-default,P,Own knowledge (based on Norman 1965 and other sources).,TRUE,D,D,D,,,
2015,manc1252,Manchu,B-default,P,Own knowledge (based on Norman 1965 and other sources).,TRUE,D,D,D,,,
2015,manc1252,Manchu,POSS-default,POSS,Own knowledge (based on Norman 1965 and other sources).,TRUE,D,D,D,,,
1936,macu1259,Macushi,A-default,A,"Abbott 1991:83-85, 100-101.The H marking is actually D on H.",TRUE,H+D,2,2,,,
1936,macu1259,Macushi,S-default,S,"Abbott 1991Same as for A.",TRUE,H+D,2,2,,,
1936,macu1259,Macushi,U-default,P,"Abbott 1991Unmarked case on O, erg. on A (with some restrictions).",TRUE,H+D,2,2,,,
1936,macu1259,Macushi,B-default,P,Abbott 1991,,,,,,,
1936,macu1259,Macushi,POSS-default,POSS,Abbott 1991:85,TRUE,H,H,H,,,
1621,hupa1239,Hupa,A-default,A,Golla 1996,TRUE,H,H,H,,,
1621,hupa1239,Hupa,S-default,S,Golla 1996,TRUE,H,H,H,,,
1621,hupa1239,Hupa,U-default,P,Golla 1996,TRUE,H,H,H,,,
1621,hupa1239,Hupa,B-default,P,"Golla 1996No mention of indirect objects or applicative objects.",,,,,,,
1621,hupa1239,Hupa,POSS-default,POSS,Golla 1996,TRUE,H,H,H,,,
942,avar1256,Avar,A-default,A,Own knowledge.,TRUE,D,D,D,,,
942,avar1256,Avar,S-default,S,"Own knowledge.Cases; gender agreement with S/O.Alt. pattern is for verbs without gender agreement.",TRUE,H+D,2,2,,,
942,avar1256,Avar,S-default,S,"Own knowledge.Cases; gender agreement with S/O.Alt. pattern is for verbs without gender agreement.",FALSE,D,D,D,,,
942,avar1256,Avar,U-default,P,"Own knowledge.Cases; gender agreement with S/O.Alt. pattern is for verbs without gender agreement.",TRUE,H+D,2,2,,,
942,avar1256,Avar,U-default,P,"Own knowledge.Cases; gender agreement with S/O.Alt. pattern is for verbs without gender agreement.",FALSE,D,D,D,,,
942,avar1256,Avar,B-default,P,Own knowledge.,TRUE,D,D,D,,,
942,avar1256,Avar,POSS-default,POSS,Own knowledge.,TRUE,D,D,D,,,
1807,kara1474,Karata,POSS-default,POSS,Own knowledge.,TRUE,D,D,D,,,
1807,kara1474,Karata,A-default,A,Own knowledge.,TRUE,D,D,D,,,
1807,kara1474,Karata,S-default,S,"Own knowledge.Cases; gender agreement with S/O.Alt. pattern is for verbs without gender agreement.",TRUE,H+D,2,2,,,
1807,kara1474,Karata,S-default,S,"Own knowledge.Cases; gender agreement with S/O.Alt. pattern is for verbs without gender agreement.",FALSE,D,D,D,,,
1807,kara1474,Karata,U-default,P,"Own knowledge.Cases; gender agreement with S/O.Alt. pattern is for verbs without gender agreement.",TRUE,H+D,2,2,,,
1807,kara1474,Karata,U-default,P,"Own knowledge.Cases; gender agreement with S/O.Alt. pattern is for verbs without gender agreement.",FALSE,D,D,D,,,
1807,kara1474,Karata,B-default,P,Own knowledge.,TRUE,D,D,D,,,
1542,hinu1240,Hinuq,A-default,A,Own knowledge (gained from Forker 2013),TRUE,D,D,D,,,
1542,hinu1240,Hinuq,S-default,S,"Own knowledge (gained from Forker 2013Alt. pattern is for verbs without gender agreement.",TRUE,H+D,2,2,,,
1542,hinu1240,Hinuq,S-default,S,"Own knowledge (gained from Forker 2013Alt. pattern is for verbs without gender agreement.",FALSE,D,D,D,,,
1542,hinu1240,Hinuq,U-default,P,"Own knowledge (gained from Forker 2013)Alt. pattern is for verbs without gender agreement.",TRUE,H+D,2,2,,,
1542,hinu1240,Hinuq,U-default,P,"Own knowledge (gained from Forker 2013)Alt. pattern is for verbs without gender agreement.",FALSE,D,D,D,,,
1542,hinu1240,Hinuq,B-default,P,Own knowledge (gained from Forker 2013),TRUE,D,D,D,,,
1542,hinu1240,Hinuq,POSS-default,POSS,Own knowledge (gained from Forker 2013),TRUE,D,D,D,,,
481,svan1243,Svan,A-default,A,Tuite 1997,TRUE,H+D,2,2,,,
481,svan1243,Svan,S-default,S,Tuite 1997,TRUE,H+D,2,2,,,
481,svan1243,Svan,U-default,P,Tuite 1997,TRUE,H+D,2,2,,,
481,svan1243,Svan,B-default,P,"Tuite 1997Dative case.  Indexation: no agreement, but registration using version and/or deictic prefix.",TRUE,H+D,2,2,,,
481,svan1243,Svan,POSS-default,POSS,Tuite 1997,TRUE,D,D,D,,,
3239,atin1240,Laz (Pazar),A-default,A,Öztürk & Pöchtrager eds. 2011,TRUE,H+D,2,2,,,
3239,atin1240,Laz (Pazar),S-default,S,Öztürk & Pöchtrager eds. 2011,TRUE,H+D,2,2,,,
3239,atin1240,Laz (Pazar),U-default,P,Öztürk & Pöchtrager eds. 2011,TRUE,H+D,2,2,,,
3239,atin1240,Laz (Pazar),B-default,P,Öztürk & Pöchtrager eds. 2011,TRUE,H+D,2,2,,,
3239,atin1240,Laz (Pazar),POSS-default,POSS,"Öztürk & Pöchtrager eds. 2011Genitive case on nouns.  No case [i.e. nominative] on pronouns; just juxtaposition.",TRUE,D,D,D,,,
3239,atin1240,Laz (Pazar),POSS-default,POSS,"Öztürk & Pöchtrager eds. 2011Genitive case on nouns.  No case [i.e. nominative] on pronouns; just juxtaposition.",FALSE,P,,,,,
1706,kadi1248,Kadiwéu,A-default,A,Sandalo 1995,TRUE,H,H,H,,,
1706,kadi1248,Kadiwéu,S-default,S,"Sandalo 1995Not entirely sure about this, but at least S O G are followed by what Sandalo calls semantic role suffixes, which appears to usually be theme for S and O, and allative or sdative for G.   Apparently none for A.Sandalo argues that the person indexes are pronominal arguments.",TRUE,H+D,2,2,,,
1706,kadi1248,Kadiwéu,U-default,P,"Sandalo 1995Not entirely sure about this, but at least S O G are followed by what Sandalo calls semantic role suffixes, which appears to usually be theme for S and O, and allative or sdative for G.   Apparently none for A.",TRUE,H+D,2,2,,,
1706,kadi1248,Kadiwéu,B-default,P,"Sandalo 1995Not entirely sure about this, but at least S O G are followed by what Sandalo calls semantic role suffixes, which appears to usually be theme for S and O, and allative or sdative for G.   Apparently none for A.",TRUE,H+D,2,2,,,
2826,darg1241,Dargi (standard),A-default,A,"Verb agrees in gender with S/O, in person with A if O is 3rd person.  In that configuration there would be both A and O agreement.  This is in addition to cases.van den Berg 2001",TRUE,H+D,2,2,,,
2826,darg1241,Dargi (standard),S-default,S,"Verb agrees in gender with S/O, in person with A if O is 3rd person.  In that configuration there would be both A and O agreement.  This is in addition to cases.Most verbs take gender agreement.  The alternate pattern is for those that do not.van den Berg 2001",TRUE,H+D,2,2,,,
2826,darg1241,Dargi (standard),S-default,S,"Verb agrees in gender with S/O, in person with A if O is 3rd person.  In that configuration there would be both A and O agreement.  This is in addition to cases.Most verbs take gender agreement.  The alternate pattern is for those that do not.van den Berg 2001",FALSE,D,D,D,,,
2826,darg1241,Dargi (standard),U-default,P,"Most verbs take gender agreement.  The alternate pattern is for those that do not.van den Berg 2001",TRUE,H+D,2,2,,,
