LID,Glottocode,Language,CohesionPatternLoc,MphmTypesInCohDomainProp,MphmTypesInCohPrefixDomainProp,MphmTypesInCohSuffixDomainProp,MphmTypesInCohStemDomainProp,MphmTypesInCohDomain,MphmTypesInCohDomainBinned77,CoherentEncliticBoundaryPresence,CoherentEnclEnclBoundaryPresence,CohPatternOutputOrigin,MphmTypesInCohDomainMultistemPresence,CohesionPatternLabel,CohesionPatternBinned18,CohesionPatternBinned12,CohesionPatternBinned4,CoherentPrefixBoundaryPresence,CoherentPrefixPrefixBoundaryPresence,CoherentPrefixStemBoundaryPresence,CoherentProclBoundaryPresence,CoherentProclPrefixBoundaryPresence,CoherentProclProcliticBoundaryPresence,CoherentProclStemBoundaryPresence,CohesionPatternDataSourceType,NumberMphmTypesInCohDomain,NumberMphmTypesInCohPrefixDomain,NumberMphmTypesInCohSuffixDomain,CoherentStemBoundaryPresence,CoherentStemEnclBoundaryPresence,CoherentStemEndoclBoundaryPresence,CoherentStemInfixBoundaryPresence,CoherentStemSuffixBoundaryPresence,CohesionPatternStressPresence,CohPatternStructurePreservingPresence,CoherentSuffixBoundaryPresence,CoherentSuffixEnclBoundaryPresence,CoherentSuffixSuffixBoundaryPresence,SurveyStatus,CohesionPatternType,MphmTypesInCohPrefixDomainPropBinned3,MphmTypesInCohSuffixDomainPropBinned3,MphmTypesInCohStemDomainPropBinned3
610,homs1234,Armenian (Western),right edge,0.5,0.5,0.6666666666666667,1,stem + suffix,3,0,0,Lexical,subphrasal,"*V.V (2 syllables with series of vowel-only, or where first syllable is open and 2nd syllable has no onset, not permitted in this domain; a hiatus-type constraint); this constraint is resolved by: glide insertion (unspecified for P.O.A., addition of a consonant constituent; different from ID 39 where a segment alters to become glide)",insertion,process,segmental,0,0,0,,,,,Grammar Explicit,2,1,2,0,0,,,1,other,structure_preserving,0,0,0,pword exhaustive,P Domain,low,low,low
610,homs1234,Armenian (Western),spans,0.5,0.5,0.6666666666666667,1,stem + postposed particle,49,0,0,Non-Lexical,subphrasal,*CC Coda (No C clusters are permitted in coda position in this domain); this constraint is resolved by: Schwa insertion (A schwa in inserted in this context),insertion,process,segmental,0,0,0,,,,,Grammar Explicit,2,1,2,0,1,,,0,other,non_structure_preserving,0,0,0,pword exhaustive,P Domain,low,low,low
25,nucl1235,Armenian (Eastern),spans,0.5,0.5,0.6666666666666667,1,stem + suffix,3,0,0,Non-Lexical,subphrasal,*CC Coda (No C clusters are permitted in coda position in this domain); this constraint is resolved by: Schwa insertion (A schwa in inserted in this context),insertion,process,segmental,0,0,0,,,,,Grammar Explicit,2,1,2,0,0,,,1,other,non_structure_preserving,0,0,0,pword exhaustive (double-checked),P Domain,low,low,low
25,nucl1235,Armenian (Eastern),spans,0.5,0.5,0.6666666666666667,1,stem + suffix,3,0,0,Lexical,subphrasal,"Suffix Allomorphy: Syllable Number Change (Depending on phonological factors, the syllable size/number of the suffix alternates); this constraint is resolved by: allomorphy (surfacing of a variant morpheme)",allomorphy,allomorphy,allomorphy,0,0,0,,,,,Grammar Explicit,2,1,2,0,0,,,1,other,structure_preserving,0,0,0,pword exhaustive (double-checked),P Domain,low,low,low
25,nucl1235,Armenian (Eastern),spans,1,1,1,1,stem ± prefix ± suffix ± postposed particle,56,0,1,Non-Lexical,subphrasal,Exactly 1 Main Stress (In this domain there is exactly one main stress; the location of stress is morphologically determined but stress itself spans the domain),stress,stress,suprasegmental,0,1,1,,,,,Grammar Explicit,4,2,3,1,1,,,1,stress-related,non_structure_preserving,0,1,1,pword exhaustive (double-checked),P Domain,medium,medium,low
610,homs1234,Armenian (Western),spans,1,1,1,1,stem ± prefix ± suffix ± postposed particle,56,0,1,Non-Lexical,subphrasal,Exactly 1 Main Stress (In this domain there is exactly one main stress; the location of stress is morphologically determined but stress itself spans the domain),stress,stress,suprasegmental,0,1,1,,,,,Grammar Explicit,4,2,3,1,1,,,1,stress-related,non_structure_preserving,0,1,1,pword exhaustive,P Domain,medium,medium,low
610,homs1234,Armenian (Western),spans,0.5,0.5,0.6666666666666667,1,stem ± suffix,3,0,0,Unknown,subphrasal,"Vowel Harmony, Backness & Rounding (Vowel Harmony in this domain; both backness & rounding are relevant); this constraint is resolved by: Vowel Quality Alternation (Assim): Backness & Rounding, Pereservative (The vowel quality output is either backness or rounding in harmony; direction is pereservative (based on what precedes))",vowel_harmony,process,segmental,0,0,0,,,,,Grammar Explicit,2,1,2,1,0,,,1,other,non_structure_preserving,0,0,1,pword exhaustive,P Domain,low,low,low
25,nucl1235,Armenian (Eastern),spans,1,1,1,1,Stem ± Prefix ± Suffix ± Semirestricted,91,0,1,Majority Lexical,subphrasal,"Affix Allomorphy: Various (Depending on phonological factors, the affix shows variants that cannot be subsumed under a single type of alternation or surfacing form); this constraint is resolved by: allomorphy (surfacing of a variant morpheme)",allomorphy,allomorphy,allomorphy,0,1,1,,,,,Grammar Explicit,4,2,3,1,1,,,1,other,structure_preserving,0,1,1,pword exhaustive (double-checked),P Domain,medium,medium,low
25,nucl1235,Armenian (Eastern),left edge,0.5,1,0.3333333333333333,1,prefix + stem,4,0,0,Lexical,subphrasal,"Obs Voicing Assim (An obstruent assimilates for voicing/phonaton/laryngeal features of adjacent segment in this domain; maybe ambi, but seems to be a more general process); this constraint is resolved by: C voicing/phonation assimilation-Anticipatory (spread of C phonation features (voiced/voiceless/murmur) based on what follows)",assimilation,process,segmental,0,0,1,,,,,Grammar Explicit,2,2,1,0,0,,,0,other,structure_preserving,0,0,0,pword exhaustive (double-checked),P Domain,medium,low,low
610,homs1234,Armenian (Western),right edge,0.25,0.5,0.3333333333333333,1,stem,2,0,0,Majority Lexical,subphrasal,Coda “Softening”/Lenition (These coda consonants lenite or ‘soften’ in this domain); this constraint is resolved by: lenition (weakening of overall strength of a segment),weakening,process,segmental,0,0,0,,,,,Grammar Explicit,1,1,1,1,0,,,0,other,structure_preserving,0,0,0,pword exhaustive,P Domain,low,low,low
610,homs1234,Armenian (Western),medial,0.75,0.5,1,1,stem + suffix + suffix,96,0,0,Majority Lexical,subphrasal,Coda “Softening”/Lenition (These coda consonants lenite or ‘soften’ in this domain); this constraint is resolved by: lenition (weakening of overall strength of a segment),weakening,process,segmental,0,0,0,,,,,Grammar Explicit,3,1,3,0,0,,,1,other,structure_preserving,0,0,1,pword exhaustive,P Domain,low,medium,low
56,chuk1273,Chukchi,medial,0.5,0,0.5,0,Stem + suffix + POSwd,29,,,Lexical,phrasal,C manner Assim (Coda) (A coda consonant assimilates in manner features in this domain); this constraint is resolved by: lenition (weakening of overall strength of a segment),weakening,process,segmental,,,,,,,,Grammar Explicit,3,0,2,,,,,1,other,structure_preserving,,,,pword exhaustive (double-checked),P Domain,low,low,low
63,kumi1248,Diegueño,spans,0.25,0.5,0.5,1,stem,2,0,0,Lexical,subphrasal,*CC Onset (No onset consonant clusters are permitted at all in this domain (even though onset clusters are permitted elsewhere)),constraint,constraint,segmental,0,0,0,,,,,Questionnaire,1,1,1,1,0,,,,other,structure_preserving,,,,pword exhaustive (double-checked),P Domain,low,low,low
566,seme1247,Semelai,spans,0.857142857142857,1,0.6666666666666667,0.888888888888889,root ± prefix ± infix ± circumfix ± suffix ± preposed part,15,0,0,Lexical,subphrasal,"Exactly 1 Main Stress, Final (The location of the main (lexical) stress is defined by this domain)",stress,stress,suprasegmental,0,1,1,1,1,1,1,Questionnaire,6,3,2,1,0,,1,1,stress-related,structure_preserving,0,0,1,pword exhaustive (double-checked),P Domain,medium,low,low
566,seme1247,Semelai,Min Domain,0.142857142857143,0.3333333333333333,0.3333333333333333,0.888888888888889,root,2,0,0,Lexical,subphrasal,Min CV (Minimal phonological domain size includes both an onset and a vowel),size_related,size_related,size_related,0,0,0,0,0,0,0,Questionnaire,1,1,1,1,0,,0,0,other,structure_preserving,0,0,0,pword exhaustive (double-checked),P Domain,low,low,low
566,seme1247,Semelai,,0.714285714285714,0.6666666666666667,0.6666666666666667,0.888888888888889,root ± prefix ± infix ± circumfix ± suffix,14,0,0,Lexical,subphrasal,Max tetrasyllabic (The biggest phonological unit in this domain has four syllables),size_related,size_related,size_related,0,1,1,0,0,0,0,Questionnaire,5,2,2,1,0,,1,1,other,structure_preserving,0,0,1,pword exhaustive (double-checked),P Domain,low,low,low
566,seme1247,Semelai,right edge,0.857142857142857,1,0.6666666666666667,0.888888888888889,root ± prefix ± infix ± circumfix ± suffix ± preposed part,15,0,0,Lexical,subphrasal,C.C only here (Heterosyllabic consonant clusters only in this domain),constraint,constraint,segmental,0,1,1,1,1,1,1,Questionnaire,6,3,2,1,0,,1,1,other,structure_preserving,0,0,1,pword exhaustive (double-checked),P Domain,medium,low,low
566,seme1247,Semelai,,0.857142857142857,1,0.6666666666666667,0.888888888888889,root ± prefix ± infix ± circumfix ± suffix ± preposed part,15,0,0,Lexical,subphrasal,Max 1 C.C (Only one heterosyllabic consonant cluster is licensed per word),constraint,constraint,segmental,0,1,1,1,1,1,1,Questionnaire,6,3,2,1,0,,1,1,other,structure_preserving,0,0,1,pword exhaustive (double-checked),P Domain,medium,low,low
566,seme1247,Semelai,spans,0.857142857142857,1,0.6666666666666667,0.888888888888889,root ± prefix ± infix ± circumfix ± suffix ± preposed part,15,0,0,Lexical,subphrasal,"*C Coda unless /m, n, ŋ, r, l/ (Only /m, n, ŋ, r, l/ are allowed as codas in non-final syllables)",constraint,constraint,segmental,0,1,1,1,1,1,1,Questionnaire,6,3,2,1,0,,1,1,other,structure_preserving,0,0,1,pword exhaustive (double-checked),P Domain,medium,low,low
566,seme1247,Semelai,left edge,0.714285714285714,0.6666666666666667,0.6666666666666667,0.888888888888889,root ± prefix ± infix ± circumfix ± suffix,14,0,0,Lexical,subphrasal,"*CC Onset (No onset consonant clusters are permitted at all in this domain (even though onset clusters are permitted elsewhere)); this constraint is resolved by: vowel/syllable insertion (insertion of a vowel constituent; can include a syllabic vowel, thereby being same as syllable insertion)",insertion,process,segmental,0,1,1,0,0,0,0,Questionnaire,5,2,2,1,0,,1,1,other,structure_preserving,0,0,1,pword exhaustive (double-checked),P Domain,low,low,low
566,seme1247,Semelai,right edge,0.857142857142857,1,0.6666666666666667,0.888888888888889,root ± prefix ± infix ± circumfix ± suffix ± preposed part,15,0,0,Lexical,subphrasal,*C Onset if voiceless aspirated stop (Voiceless aspirated stops are not allowed as onsets in the final syllable of a word),constraint,constraint,segmental,0,1,1,1,1,1,1,Questionnaire,6,3,2,1,0,,1,1,other,structure_preserving,0,0,1,pword exhaustive (double-checked),P Domain,medium,low,low
566,seme1247,Semelai,medial,0.857142857142857,1,0.6666666666666667,0.888888888888889,root ± prefix ± infix ± circumfix ± suffix ± preposed part,15,0,0,Lexical,subphrasal,*C Onset if glottalised sonorant or voiceless nasal (Glottalised sonorants and voiceless nasals never occur as onsets in penultimate syllables),constraint,constraint,segmental,0,1,1,1,1,1,1,Questionnaire,6,3,2,1,0,,1,1,other,structure_preserving,0,0,1,pword exhaustive (double-checked),P Domain,medium,low,low
566,seme1247,Semelai,right edge,0.857142857142857,1,0.6666666666666667,0.888888888888889,root ± prefix ± infix ± circumfix ± suffix ± preposed part,15,0,0,Lexical,subphrasal,Nasal Prestopping (In this domain nasals are prestopped by a denasalised homorganic voiced stop),strengthening,process,segmental,0,1,1,1,1,1,1,Questionnaire,6,3,2,1,0,,1,1,other,structure_preserving,0,0,1,pword exhaustive (double-checked),P Domain,medium,low,low
566,seme1247,Semelai,right edge,0.857142857142857,1,0.6666666666666667,0.888888888888889,root ± prefix ± infix ± circumfix ± suffix ± preposed part,15,0,0,Lexical,subphrasal,Delayed Stop Release (In this domain the stop may have a delayed release),strengthening,process,segmental,0,1,1,1,1,1,1,Questionnaire,6,3,2,1,0,,1,1,other,structure_preserving,0,0,1,pword exhaustive (double-checked),P Domain,medium,low,low
566,seme1247,Semelai,right edge,1,1,1,0.888888888888889,root ± prefix ± infix ± circumfix ± suffix ± preposed part ± postposed part,16,0,1,Lexical,subphrasal,*C coda if voiced stop (In this domain there is no voiced stop coda permitted),constraint,constraint,segmental,0,1,1,1,1,0,1,Questionnaire,7,3,3,0,1,,1,1,other,structure_preserving,0,1,1,pword exhaustive (double-checked),P Domain,medium,medium,low
566,seme1247,Semelai,right edge,1,1,1,0.888888888888889,root ± prefix ± infix ± circumfix ± suffix ± preposed part ± postposed part,16,0,1,Lexical,subphrasal,*C coda if aspirated stop (No aspirated stop codas in this domain),constraint,constraint,segmental,0,1,1,1,1,0,1,Questionnaire,7,3,3,0,1,,1,1,other,structure_preserving,0,1,1,pword exhaustive (double-checked),P Domain,medium,medium,low
566,seme1247,Semelai,right edge,1,1,1,0.888888888888889,root ± prefix ± infix ± circumfix ± suffix ± preposed part ± postposed part,16,0,1,Lexical,subphrasal,*C if Voiceless Nasal (No voiceless nasal codas in this domain),constraint,constraint,segmental,0,1,1,1,1,0,1,Questionnaire,7,3,3,0,1,,1,1,other,structure_preserving,0,1,1,pword exhaustive (double-checked),P Domain,medium,medium,low
566,seme1247,Semelai,right edge,1,1,1,0.888888888888889,root ± prefix ± infix ± circumfix ± suffix ± preposed part ± postposed part,16,0,1,Lexical,subphrasal,*C if Segment with glottal onset (No sements with glottal onset as codas in this domain),constraint,constraint,segmental,0,1,1,1,1,0,1,Questionnaire,7,3,3,0,1,,1,1,other,structure_preserving,0,1,1,pword exhaustive (double-checked),P Domain,medium,medium,low
566,seme1247,Semelai,right edge,0.857142857142857,1,0.6666666666666667,0.888888888888889,root ± prefix ± infix ± circumfix ± suffix ± preposed part,15,0,0,Lexical,subphrasal,Final Vowel Lengthening (The vowel of a final syllable is lengthened in open syllables and those closed by /h/),quantity,quantity,suprasegmental,0,1,1,1,1,1,1,Questionnaire,6,3,2,1,0,,1,1,other,structure_preserving,0,0,1,pword exhaustive (double-checked),P Domain,medium,low,low
566,seme1247,Semelai,right edge,0.857142857142857,1,0.6666666666666667,0.888888888888889,root ± prefix ± infix ± circumfix ± suffix ± preposed part,15,0,0,Lexical,subphrasal,*V if nasal (Nasal vowels banned in open syllables in this domain),constraint,constraint,segmental,0,1,1,1,1,1,1,Questionnaire,6,3,2,1,0,,1,1,other,structure_preserving,0,0,1,pword exhaustive (double-checked),P Domain,medium,low,low
566,seme1247,Semelai,right edge,0.857142857142857,1,0.6666666666666667,0.888888888888889,root ± prefix ± infix ± circumfix ± suffix ± preposed part,15,0,0,Lexical,subphrasal,*V if schwa (Vowel quality restrictions here),constraint,constraint,segmental,0,1,1,1,1,1,1,Questionnaire,6,3,2,1,0,,1,1,other,structure_preserving,0,0,1,pword exhaustive (double-checked),P Domain,medium,low,low
566,seme1247,Semelai,right edge,0.857142857142857,1,0.6666666666666667,0.888888888888889,root ± prefix ± infix ± circumfix ± suffix ± preposed part,15,0,0,Lexical,subphrasal,*V if u̶ (This vowel does not occur in this domain),constraint,constraint,segmental,0,1,1,1,1,1,1,Questionnaire,6,3,2,1,0,,1,1,other,structure_preserving,0,0,1,pword exhaustive (double-checked),P Domain,medium,low,low
566,seme1247,Semelai,right edge,0.857142857142857,1,0.6666666666666667,0.888888888888889,root ± prefix ± infix ± circumfix ± suffix ± preposed part,15,0,0,Lexical,subphrasal,*V if ɒ (This vowel does not occur in this domain),constraint,constraint,segmental,0,1,1,1,1,1,1,Questionnaire,6,3,2,1,0,,1,1,other,structure_preserving,0,0,1,pword exhaustive (double-checked),P Domain,medium,low,low
566,seme1247,Semelai,right edge,0.857142857142857,1,0.6666666666666667,0.888888888888889,root ± prefix ± infix ± circumfix ± suffix ± preposed part,15,0,0,Lexical,subphrasal,*C if w (In this domain the /w/ coda is not permitted/does not occur); this constraint is resolved by: Off-glide (Coda glide /w/ is realized as an off-glide on the vowel.),allophony,allophony,segmental,0,1,1,1,1,1,1,Questionnaire,6,3,2,1,0,,1,1,other,structure_preserving,0,0,1,pword exhaustive (double-checked),P Domain,medium,low,low
566,seme1247,Semelai,spans,0.142857142857143,0.3333333333333333,0.3333333333333333,0.888888888888889,root,2,0,0,Lexical,subphrasal,Vowel Nasalization (A vowel is nasalized in this domain),assimilation,process,segmental,0,0,0,0,0,0,0,Questionnaire,1,1,1,1,0,,0,0,other,structure_preserving,0,0,0,pword exhaustive (double-checked),P Domain,low,low,low
566,seme1247,Semelai,right edge,0.285714285714286,0.6666666666666667,0.3333333333333333,0.888888888888889,root + prefix,4,0,0,Lexical,subphrasal,*C Onset if glottal stop (The glottal stop as onset is banned in this domain); this constraint is resolved by: consonant deletion (removal of a consonant constituent),deletion,process,segmental,0,0,1,0,0,0,0,Questionnaire,2,2,1,0,0,,0,0,other,structure_preserving,0,0,0,pword exhaustive (double-checked),P Domain,low,low,low
566,seme1247,Semelai,right edge,0.857142857142857,1,0.6666666666666667,0.888888888888889,root ± prefix ± infix ± circumfix ± suffix ± preposed part,15,0,0,Lexical,subphrasal,*V-Initial syllable (Vowel-initial syllables are banned/do not occur in this domain); this constraint is resolved by: glottal insertion (onset) (insertion of a glottal stop in onset position of specified domain),insertion,process,segmental,0,1,1,1,1,1,1,Questionnaire,6,3,2,1,0,,1,1,other,structure_preserving,0,0,1,pword exhaustive (double-checked),P Domain,medium,low,low
566,seme1247,Semelai,spans,0.428571428571429,0.6666666666666667,0.3333333333333333,0.888888888888889,root ± prefix ± infix,46,0,0,Lexical,subphrasal,*C(v)C if /r/ (Geminate /r/ and two /r/s in consecutive codas are banned in this domain.); this constraint is resolved by: dissimilation (removal of association feature(s) between one constitutent and another; direction or other relevant features uncertain or irrelevant),dissimilation,process,segmental,0,1,1,0,0,0,0,Questionnaire,3,2,1,1,0,,1,0,other,structure_preserving,0,0,0,pword exhaustive (double-checked),P Domain,low,low,low
