"Module","Variable","VariantOf","SetUp","DataEntry","VariableType","DataType","N.levels","N.entries","N.languages","Description"
"VInfl_macrocategories","VInflNP_related.Presence","VInflNP_related.Presence","single aggregated entry per language","derived","data","logical",2,233,233,"Presence of separate markers of inflectional macrocategory ""NP_related"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocategories","VInflNumber.Presence","VInflNumber.Presence","single aggregated entry per language","derived","data","logical",2,293,293,"Presence of separate markers of inflectional macrocategory ""number"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocategories","VInflOperators.Presence","VInflOperators.Presence","single aggregated entry per language","derived","data","logical",2,311,311,"Presence of separate markers of inflectional macrocategory ""operators"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocategories","VInflPerson.Presence","VInflPerson.Presence","single aggregated entry per language","derived","data","logical",2,230,230,"Presence of separate markers of inflectional macrocategory ""person"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocategories","VInflPragmatic.Presence","VInflPragmatic.Presence","single aggregated entry per language","derived","data","logical",2,265,265,"Presence of separate markers of inflectional macrocategory ""pragmatic"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocategories","VInflRole.Presence","VInflRole.Presence","single aggregated entry per language","derived","data","logical",2,228,228,"Presence of separate markers of inflectional macrocategory ""role"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocategories","VInflTAM.Presence","VInflTAM.Presence","single aggregated entry per language","derived","data","logical",2,406,406,"Presence of separate markers of inflectional macrocategory ""TAM"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"VInfl_macrocategories","VInflValence.Presence","VInflValence.Presence","single aggregated entry per language","derived","data","logical",2,318,318,"Presence of separate markers of inflectional macrocategory ""valence"" in the verb (cf. Bickel & Nichols 2005 Inflectional Synthesis of the Verb, in WALS)"
"Word_domains","CohesionPatternLoc","CohesionPatternLoc","multiple entries per language","by hand","condition","categorical",6,877,76,"Location in the morphosyntactic structure where a cohesion pattern has effects (edge, spanning all, etc.)"
"Word_domains","MphmTypesInCohDomain.prop","MphmTypesInCohDomain","multiple entries per language","derived","data","ratio",21,879,76,"Proportion of morpheme types included in a phonologically or grammatically coherent domain"
"Word_domains","MphmTypesInCohPrefixDomain.prop","MphmTypesInCohDomain","multiple entries per language","derived","data","ratio",15,877,76,"Proportion of morpheme types included in a phonologically or grammatically coherent prefix domain"
"Word_domains","MphmTypesInCohPrefixDomain.prop.binned3","MphmTypesInCohDomain","multiple entries per language","derived","data","categorical",3,877,76,"Proportion of morpheme types included in a phonologically or grammatically coherent prefix domain, binned"
"Word_domains","MphmTypesInCohSuffixDomain.prop","MphmTypesInCohDomain","multiple entries per language","derived","data","ratio",14,877,76,"Proportion of morpheme types included in a phonologically or grammatically coherent suffix domain"
"Word_domains","MphmTypesInCohSuffixDomain.prop.binned3","MphmTypesInCohDomain","multiple entries per language","derived","data","categorical",3,877,76,"Proportion of morpheme types included in a phonologically or grammatically coherent suffix domain, binned"
"Word_domains","MphmTypesInCohStemDomain.prop","MphmTypesInCohDomain","multiple entries per language","derived","data","ratio",7,877,76,"Proportion of morpheme types included in a phonologically or grammatically coherent stem domain"
"Word_domains","MphmTypesInCohStemDomain.prop.binned3","MphmTypesInCohDomain","multiple entries per language","derived","data","categorical",3,877,76,"Proportion of morpheme types included in a phonologically or grammatically coherent stem domain, binned"
"Word_domains","MphmTypesInCohDomain","MphmTypesInCohDomain","multiple entries per language","by hand","data","categorical",113,877,76,"Grammatical domain to which a cohesion pattern applies"
"Word_domains","MphmTypesInCohDomain.binned77","MphmTypesInCohDomain","multiple entries per language","by hand","data","ratio",76,877,76,"Grammatical domain to which a cohesion pattern applies, binned into slightly more abstract categories, disregarding any difference between ‘root’ and ‘stem’ that can be motivated in a given language and disregarding whether or not morphemes must be simulteneously present or not for a cohesion pattern to apply (i.e. disregarding the difference between ± and + in MphmTypesInCohDomain). For example, the following four separate types in MphmTypesInCohDomain are here considered a single type: Stem + suffix, Stem ± suffix, Root + sufix, Root ± suffix."
"Word_domains","CoherentEncliticBoundary.Presence","CoherentEncliticBoundary","multiple entries per language","derived","data","logical",2,518,55,"Application of cohesion pattern to an enclitic alone (i.e. within the enclitic)"
"Word_domains","CoherentEnclEnclBoundary.Presence","CoherentEnclEnclBoundary","multiple entries per language","derived","data","logical",2,589,55,"Application of cohesion pattern to an enclitic boundary"
"Word_domains","CohPatternOutputOrigin","CohPatternOutputOrigin","multiple entries per language","by hand","condition","categorical",5,721,76,"Origin of the output of phonological cohesion rules. An attempt to address Lexical Phonology predictions and assumptions (generally, akin to structure-preserving vs structure-altering distinctions)"
"Word_domains","MphmTypesInCohDomain.multistem.Presence","MphmTypesInCohDomain","multiple entries per language","by hand","data","logical",2,877,76,"Ponologically or grammatically coherent domain involving more than one stem, i.e. potentially phrase-level"
"Word_domains","CohesionPattern.binned18","CohesionPattern","multiple entries per language","by hand","condition","categorical",19,881,76,"Type of phonological pattern, binned at a low level (see Bickel et al. 2009 in Grijzenhout, G. & B. Kabak [eds] Phonological domains, Berlin: DeGruyterMouton)"
"Word_domains","CohesionPattern.binned12","CohesionPattern","multiple entries per language","by hand","condition","categorical",12,881,76,"Type of phonological pattern, binned at a high level (see Bickel et al. 2009 in Grijzenhout, G. & B. Kabak [eds] Phonological domains, Berlin: DeGruyterMouton)"
"Word_domains","CohesionPattern.binned4","CohesionPattern","multiple entries per language","by hand","condition","categorical",5,881,76,"Type of phonological pattern, binned at a very abstract level (see Bickel et al. 2009 in Grijzenhout, G. & B. Kabak [eds] Phonological domains, Berlin: DeGruyterMouton)"
"Word_domains","CoherentPrefixBoundary.Presence","CoherentPrefixBoundary","multiple entries per language","derived","data","logical",2,722,62,"Application of cohesion pattern to a prefix alone (i.e. wthin the prefix)"
"Word_domains","CoherentPrefixPrefixBoundary.Presence","CoherentPrefixPrefixBoundary","multiple entries per language","derived","data","logical",2,726,62,"Application of cohesion pattern to a prefix boundary"
"Word_domains","CoherentPrefixStemBoundary.Presence","CoherentPrefixStemBoundary","multiple entries per language","derived","data","logical",2,727,62,"Application of cohesion pattern to a prefix-stem boundary"
"Word_domains","CoherentProclBoundary.Presence","CoherentProclBoundary","multiple entries per language","derived","data","logical",2,313,26,"Application of cohesion pattern to a proclitic alone (i.e. within the proclitic)"
"Word_domains","CoherentProclPrefixBoundary.Presence","CoherentProclPrefixBoundary","multiple entries per language","derived","data","logical",2,284,23,"Application of cohesion pattern to a proclitic-prefix boundary"
"Word_domains","CoherentProclProcliticBoundary.Presence","CoherentProclProcliticBoundary","multiple entries per language","derived","data","logical",2,313,26,"Application of cohesion pattern to a proclitic boundary"
"Word_domains","CoherentProclStemBoundary.Presence","CoherentProclStemBoundary","multiple entries per language","derived","data","logical",2,315,26,"Application of cohesion pattern to a proclitic-stem boundary"
"Word_domains","CohesionPatternDataSourceType","CohesionPatternDataSourceType","multiple entries per language","by hand","quality","categorical",9,854,76,"Type of evidence for the coding. Not a typological variable: do not quantify and use only for filtering!"
"Word_domains","MphmTypesInCohDomain.n","MphmTypesInCohDomain","multiple entries per language","by hand","data","ratio",8,877,76,"Number of morpheme types included in a phonologically or grammatically coherent domain"
"Word_domains","MphmTypesInCohPrefixDomain.n","MphmTypesInCohDomain","multiple entries per language","by hand","data","ratio",7,875,76,"Number of morpheme types included in a phonologically or grammatically coherent prefix domain"
"Word_domains","MphmTypesInCohSuffixDomain.n","MphmTypesInCohDomain","multiple entries per language","by hand","data","ratio",6,875,76,"Number of morpheme types included in a phonologically or grammatically coherent suffix domain"
"Word_domains","CoherentStemBoundary.Presence","CoherentStemBoundary","multiple entries per language","derived","data","logical",2,839,75,"Application of cohesion pattern to a stem alone (i.e. within the stem)"
"Word_domains","CoherentStemEnclBoundary.Presence","CoherentStemEnclBoundary","multiple entries per language","derived","data","logical",2,592,55,"Application of cohesion pattern to a stem-enclitic boundary"
"Word_domains","CoherentStemEndoclBoundary.Presence","CoherentStemEndoclBoundary","multiple entries per language","derived","data","logical",2,8,1,"Application of cohesion pattern to a stem-endoclitic boundary"
"Word_domains","CoherentStemInfixBoundary.Presence","CoherentStemInfixBoundary","multiple entries per language","derived","data","logical",2,104,8,"Application of cohesion pattern to a stem-infix boundary"
"Word_domains","CoherentStemSuffixBoundary.Presence","CoherentStemSuffixBoundary","multiple entries per language","derived","data","logical",2,759,68,"Application of cohesion pattern to a stem-suffix boundary"
"Word_domains","CohesionPattern.stress.Presence","CohesionPattern","multiple entries per language","by hand","condition","logical",2,833,74,"Phonological cohesion pattern based on stress placement (see Bickel et al. 2009 in Grijzenhout, G. & B. Kabak [eds] Phonological domains, Berlin: DeGruyterMouton)"
"Word_domains","CohPatternStructurePreserving.Presence","CohPatternOutputOrigin","multiple entries per language","by hand","condition","logical",2,805,70,"Cohesion pattern which preserves the native lexical phonological contrast set or does it introduce segments not contained there (Only defined for phonological cohesion)"
"Word_domains","CoherentSuffixBoundary.Presence","CoherentSuffixBoundary","multiple entries per language","derived","data","logical",2,731,68,"Application of cohesion pattern to a suffix alone (i.e. within the suffix)"
"Word_domains","CoherentSuffixEnclBoundary.Presence","CoherentSuffixEnclBoundary","multiple entries per language","derived","data","logical",2,532,51,"Application of cohesion pattern to a suffix-enclitic boundary"
"Word_domains","CoherentSuffixSuffixBoundary.Presence","CoherentSuffixSuffixBoundary","multiple entries per language","derived","data","logical",2,740,68,"Application of cohesion pattern to a suffix boundary"
"Word_domains","survey_status","survey_status","multiple entries per language","by hand","quality","categorical",5,881,76,"Extent of analysis. Not a typological variable: do not quantify and use only for filtering!"
